,gram_count,document_count,Average_freq,maha_dist,mad_z_gram_count,mad_z_document_count,mad_z_Average_freq
obtaining,9,5,1.8,1.3555670301251002,5.396,2.698,0.5396
correspond,7,3,2.3333333333333335,0.4697139373905674,4.047,1.349,0.8993333333333334
degree,17,8,2.125,2.6413617586142877,10.792,4.7215,0.7588125
scores,9,5,1.8,1.3555670301251002,5.396,2.698,0.5396
understanding,31,6,5.166666666666667,1.7456397954508032,20.235,3.3725,2.810416666666667
shalabh,26,1,26.0,6.318944313873694,16.8625,0.0,16.8625
iit,26,1,26.0,6.318944313873694,16.8625,0.0,16.8625
kanpur,26,1,26.0,6.318944313873694,16.8625,0.0,16.8625
page,28,3,9.333333333333334,1.6786889460744265,18.2115,1.349,5.620833333333334
objective,21,6,3.5,1.7350627537461902,13.49,3.3725,1.68625
estimator,81,8,10.125,2.6559827627304364,53.96,4.7215,6.1548125
homogeneous,35,10,3.5,3.441085113520021,22.933,6.0705,1.68625
precision,101,13,7.769230769230769,4.544754328769028,67.45,8.094,4.565846153846154
heterogeneity,10,6,1.6666666666666667,1.7961627204265262,6.0705,3.3725,0.4496666666666667
divide,15,7,2.142857142857143,2.206822273529007,9.443,4.047,0.7708571428571428
subpopulations,11,4,2.75,0.8931690253795873,6.745,2.0235,1.180375
units,145,10,14.5,3.488722762871762,97.128,6.0705,9.10575
class,36,6,6.0,1.7745043504004983,23.607499999999998,3.3725,3.3725
notations,7,3,2.3333333333333335,0.4697139373905674,4.047,1.349,0.8993333333333334
ith,25,3,8.333333333333334,1.4543941556711901,16.188,1.349,4.9463333333333335
inn,13,2,6.5,1.0682334471793369,8.094,0.6745,3.70975
n1,13,5,2.6,1.3245967556788107,8.094,2.698,1.0792
nk,18,4,4.5,0.9649928718056053,11.4665,2.0235,2.36075
strat,8,4,2.0,0.9127906897719432,4.7215,2.0235,0.6745
non,15,8,1.875,2.6539573180616016,9.443,4.7215,0.5901875
cluster,16,3,5.333333333333333,0.8187940790850259,10.1175,1.349,2.922833333333333
estimators,22,7,3.142857142857143,2.1688878575135835,14.1645,4.047,1.4453571428571428
unit,63,11,5.7272727272727275,3.7800128499785712,41.819,6.745,3.1885454545454546
ij,33,4,8.25,1.495380591522419,21.584,2.0235,4.890125
111,13,4,3.25,0.8972205367266324,8.094,2.0235,1.517625
kk,21,1,21.0,5.005912501496326,13.49,0.0,13.49
expression,25,5,5.0,1.3585595521839893,16.188,2.698,2.698
ii,222,10,22.2,4.091574712304637,149.0645,6.0705,14.299399999999999
iy,8,1,8.0,1.6177985932376384,4.7215,0.0,4.7215
yn,23,4,5.75,1.1008208285952574,14.839,2.0235,3.203875
st,86,6,14.333333333333334,2.6861855089492934,57.332499999999996,3.3725,8.993333333333334
sty,37,3,12.333333333333334,2.3642257225777707,24.282,1.349,7.644333333333334
var,99,5,19.8,3.6989165754387794,66.101,2.698,12.6806
srswor,15,5,3.0,1.316933120314868,9.443,2.698,1.349
nnvar,8,1,8.0,1.6177985932376384,4.7215,0.0,4.7215
snn,14,2,7.0,1.192392676912969,8.7685,0.6745,4.047
variation,20,7,2.857142857142857,2.1780916587770363,12.8155,4.047,1.2526428571428572
geographical,11,3,3.6666666666666665,0.5456132291834696,6.745,1.349,1.7986666666666666
proximity,8,3,2.6666666666666665,0.4706060532975808,4.7215,1.349,1.1241666666666665
tend,8,6,1.3333333333333333,1.8150128756359525,4.7215,3.3725,0.22483333333333327
wn,8,4,2.0,0.9127906897719432,4.7215,2.0235,0.6745
investigation,9,6,1.5,1.8053051819952584,5.396,3.3725,0.33725
administrative,15,7,2.142857142857143,2.206822273529007,9.443,4.047,0.7708571428571428
villages,18,3,6.0,0.9515815033791849,11.4665,1.349,3.3725
purpose,7,4,1.75,0.9259319186889675,4.047,2.0235,0.505875
gain,24,6,4.0,1.7315286670834846,15.5135,3.3725,2.0235
efficiency,15,6,2.5,1.7592182807292909,9.443,3.3725,1.01175
frame,7,3,2.3333333333333335,0.4697139373905674,4.047,1.349,0.8993333333333334
providing,7,5,1.4,1.3785222738124179,4.047,2.698,0.26979999999999993
choice,22,9,2.4444444444444446,3.0590559080741744,14.1645,5.396,0.9742777777777779
directly,11,4,2.75,0.8931690253795873,6.745,2.0235,1.180375
ns,33,5,6.6,1.4798272920723003,21.584,2.698,3.7771999999999997
constraint,9,2,4.5,0.5727122384228868,5.396,0.6745,2.36075
overhead,7,3,2.3333333333333335,0.4697139373905674,4.047,1.349,0.8993333333333334
etc,21,8,2.625,2.6183895465988156,13.49,4.7215,1.0960625
multiplier,7,4,1.75,0.9259319186889675,4.047,2.0235,0.505875
minimum,20,10,2.0,3.515825121831944,12.8155,6.0705,0.6745
pre,29,3,9.666666666666666,1.7540839077074695,18.886,1.349,5.845666666666666
substituting,21,7,3.0,2.173323999807144,13.49,4.047,1.349
1ii,14,2,7.0,1.192392676912969,8.7685,0.6745,4.047
cc,8,6,1.3333333333333333,1.8150128756359525,4.7215,3.3725,0.22483333333333327
1111,18,3,6.0,0.9515815033791849,11.4665,1.349,3.3725
prop,15,2,7.5,1.3166003929015753,9.443,0.6745,4.38425
nn,69,7,9.857142857142858,2.3392306448588056,45.866,4.047,5.974142857142858
opt,10,3,3.3333333333333335,0.5099032887135141,6.0705,1.349,1.5738333333333334
1i,19,4,4.75,0.9874103489474779,12.141,2.0235,2.529375
combining,7,6,1.1666666666666667,1.825276782848588,4.047,3.3725,0.11241666666666672
intervals,15,5,3.0,1.316933120314868,9.443,2.698,1.349
freedom,8,3,2.6666666666666665,0.4706060532975808,4.7215,1.349,1.1241666666666665
similarly,12,6,2.0,1.7796078007700256,7.4195,3.3725,0.6745
ik,30,3,10.0,1.8297291198653984,19.5605,1.349,6.0705
advantage,22,3,7.333333333333333,1.2341348448293237,14.1645,1.349,4.271833333333333
gives,29,9,3.2222222222222223,3.0240102920092786,18.886,5.396,1.498888888888889
iii,33,9,3.6666666666666665,3.0066422458782163,21.584,5.396,1.7986666666666666
interpenetrating,7,1,7.0,1.3643281590068304,4.047,0.0,4.047
subsamples,9,2,4.5,0.5727122384228868,5.396,0.6745,2.36075
ˆ,31,4,7.75,1.4077952284335844,20.235,2.0235,4.552875
tot,12,1,12.0,2.650869234130247,7.4195,0.0,7.4195
yk,8,2,4.0,0.44957225393225925,4.7215,0.6745,2.0235
post,20,3,6.666666666666667,1.0907470137475161,12.8155,1.349,3.822166666666667
field,12,6,2.0,1.7796078007700256,7.4195,3.3725,0.6745
ratio,84,9,9.333333333333334,2.965342402423789,55.9835,5.396,5.620833333333334
nv,19,2,9.5,1.8137168446642986,12.141,0.6745,5.73325
agricultural,12,5,2.4,1.3304109032922478,7.4195,2.698,0.9442999999999999
objectives,12,6,2.0,1.7796078007700256,7.4195,3.3725,0.6745
contd,21,1,21.0,5.005912501496326,13.49,0.0,13.49
sub,14,6,2.3333333333333335,1.7654126876339178,8.7685,3.3725,0.8993333333333334
auxiliary,14,6,2.3333333333333335,1.7654126876339178,8.7685,3.3725,0.8993333333333334
character,7,5,1.4,1.3785222738124179,4.047,2.698,0.26979999999999993
completely,8,6,1.3333333333333333,1.8150128756359525,4.7215,3.3725,0.22483333333333327
designs,34,5,6.8,1.4996195003156039,22.258499999999998,2.698,3.9120999999999997
resolution,18,3,6.0,0.9515815033791849,11.4665,1.349,3.3725
usual,11,4,2.75,0.8931690253795873,6.745,2.0235,1.180375
square,14,7,2.0,2.2135290804982004,8.7685,4.047,0.6745
yst,7,3,2.3333333333333335,0.4697139373905674,4.047,1.349,0.8993333333333334
area,192,7,27.428571428571427,4.7948498283486645,128.8295,4.047,17.826071428571428
block,17,3,5.666666666666667,0.8842077194638219,10.792,1.349,3.147666666666667
67,10,4,2.5,0.8963187704492105,6.0705,2.0235,1.01175
determination,7,4,1.75,0.9259319186889675,4.047,2.0235,0.505875
µ,7,1,7.0,1.3643281590068304,4.047,0.0,4.047
ci,25,6,4.166666666666667,1.7316307613026696,16.188,3.3725,2.1359166666666667
f,54,9,6.0,2.9485242935034583,35.7485,5.396,3.3725
indicates,9,4,2.25,0.9028838888464695,5.396,2.0235,0.843125
57,31,6,5.166666666666667,1.7456397954508032,20.235,3.3725,2.810416666666667
70,45,7,6.428571428571429,2.1611225081377246,29.678,4.047,3.6615714285714285
122,9,6,1.5,1.8053051819952584,5.396,3.3725,0.33725
farms,10,3,3.3333333333333335,0.5099032887135141,6.0705,1.349,1.5738333333333334
96,9,3,3.0,0.4843484809731123,5.396,1.349,1.349
gains,14,3,4.666666666666667,0.6960446875833781,8.7685,1.349,2.4731666666666667
46,25,6,4.166666666666667,1.7316307613026696,16.188,3.3725,2.1359166666666667
om,8,5,1.6,1.3664447425443078,4.7215,2.698,0.40470000000000006
2001,7,4,1.75,0.9259319186889675,4.047,2.0235,0.505875
sets,8,5,1.6,1.3664447425443078,4.7215,2.698,0.40470000000000006
strati,43,4,10.75,1.969282748114754,28.329,2.0235,6.576375
elevation,10,3,3.3333333333333335,0.5099032887135141,6.0705,1.349,1.5738333333333334
vegetation,14,3,4.666666666666667,0.6960446875833781,8.7685,1.349,2.4731666666666667
levels,11,4,2.75,0.8931690253795873,6.745,2.0235,1.180375
spatial,10,2,5.0,0.6963060425724137,6.0705,0.6745,2.698
nh,137,3,45.666666666666664,10.165401041943896,91.732,1.349,30.127666666666663
speci,7,2,3.5,0.327398557299801,4.047,0.6745,1.68625
btstr,10,1,10.0,2.1318835993066867,6.0705,0.0,6.0705
cyustr,10,1,10.0,2.1318835993066867,6.0705,0.0,6.0705
bv,9,1,9.0,1.8739755619519085,5.396,0.0,5.396
root,7,5,1.4,1.3785222738124179,4.047,2.698,0.26979999999999993
generating,7,5,1.4,1.3785222738124179,4.047,2.698,0.26979999999999993
dence,9,3,3.0,0.4843484809731123,5.396,1.349,1.349
1977,12,3,4.0,0.5896361141233036,7.4195,1.349,2.0235
pages,26,3,8.666666666666666,1.528797756427766,16.8625,1.349,5.171166666666666
5a,15,2,7.5,1.3166003929015753,9.443,0.6745,4.38425
5b,16,3,5.333333333333333,0.8187940790850259,10.1175,1.349,2.922833333333333
erent,19,5,3.8,1.3177038226776527,12.141,2.698,1.8885999999999998
66,53,4,13.25,2.4774060592140565,35.074,2.0235,8.262625
65,11,6,1.8333333333333333,1.7875941634100148,6.745,3.3725,0.5620833333333333
upper,20,3,6.666666666666667,1.0907470137475161,12.8155,1.349,3.822166666666667
79,22,6,3.6666666666666665,1.7332456138429237,14.1645,3.3725,1.7986666666666666
generated,23,8,2.875,2.6080324387991625,14.839,4.7215,1.2646875
code,151,6,25.166666666666668,4.560106025085268,101.175,3.3725,16.300416666666667
44,46,6,7.666666666666667,1.8757611068793314,30.3525,3.3725,4.496666666666667
58,31,5,6.2,1.4431142168061473,20.235,2.698,3.5074
alpha,12,1,12.0,2.650869234130247,7.4195,0.0,7.4195
df,16,1,16.0,3.695272871609357,10.1175,0.0,10.1175
surveymeans,7,1,7.0,1.3643281590068304,4.047,0.0,4.047
create,9,5,1.8,1.3555670301251002,5.396,2.698,0.5396
contains,24,5,4.8,1.348555782610503,15.5135,2.698,2.5631
containing,7,5,1.4,1.3785222738124179,4.047,2.698,0.26979999999999993
index,38,4,9.5,1.7262457751725881,24.9565,2.0235,5.73325
cl,13,3,4.333333333333333,0.6402594923123793,8.094,1.349,2.248333333333333
positive,32,8,4.0,2.571008333860546,20.9095,4.7215,2.0235
xed,11,2,5.5,0.820148524449224,6.745,0.6745,3.03525
rounded,11,2,5.5,0.820148524449224,6.745,0.6745,3.03525
neural,60,6,10.0,2.099684193342199,39.7955,3.3725,6.0705
splits,40,4,10.0,1.822267230194039,26.3055,2.0235,6.0705
image,50,4,12.5,2.322683287695695,33.0505,2.0235,7.75675
images,65,3,21.666666666666668,4.536033083631088,43.168,1.349,13.939666666666668
validation,24,6,4.0,1.7315286670834846,15.5135,3.3725,2.0235
original,34,6,5.666666666666667,1.7611265604292758,22.258499999999998,3.3725,3.147666666666667
network,41,6,6.833333333333333,1.8182242714060823,26.98,3.3725,3.934583333333333
never,7,3,2.3333333333333335,0.4697139373905674,4.047,1.349,0.8993333333333334
predicting,7,5,1.4,1.3785222738124179,4.047,2.698,0.26979999999999993
train,47,5,9.4,1.8269905173921086,31.027,2.698,5.6658
reserved,25,2,12.5,2.5597906360015275,16.188,0.6745,7.75675
overﬁtting,23,5,4.6,1.3398001733464862,14.839,2.698,2.4282
detail,7,4,1.75,0.9259319186889675,4.047,2.0235,0.505875
loss,8,4,2.0,0.9127906897719432,4.7215,2.0235,0.6745
binary,30,5,6.0,1.4262672619459456,19.5605,2.698,3.3725
classiﬁcation,155,4,38.75,8.02862549107585,103.873,2.0235,25.462374999999998
regression,9,4,2.25,0.9028838888464695,5.396,2.0235,0.843125
truth,10,2,5.0,0.6963060425724137,6.0705,0.6745,2.698
quadratic,7,3,2.3333333333333335,0.4697139373905674,4.047,1.349,0.8993333333333334
sensitive,9,3,3.0,0.4843484809731123,5.396,1.349,1.349
control,8,5,1.6,1.3664447425443078,4.7215,2.698,0.40470000000000006
molecules,29,2,14.5,3.057287737879243,18.886,0.6745,9.10575
ratios,60,3,20.0,4.14646343091222,39.7955,1.349,12.8155
multiclass,32,2,16.0,3.4304423657714738,20.9095,0.6745,10.1175
2021,75,4,18.75,3.6444697073551025,49.913,2.0235,11.972375
https,20,6,3.3333333333333335,1.7375165661556542,12.8155,3.3725,1.5738333333333334
2020,132,5,26.4,5.021532560216986,88.3595,2.698,17.132299999999997
maps,9,2,4.5,0.5727122384228868,5.396,0.6745,2.36075
authors,28,6,4.666666666666667,1.735775832111276,18.2115,3.3725,2.4731666666666667
open,21,6,3.5,1.7350627537461902,13.49,3.3725,1.68625
institute,10,5,2.0,1.3459182276804824,6.0705,2.698,0.6745
environmental,8,2,4.0,0.44957225393225925,4.7215,0.6745,2.0235
natural,45,5,9.0,1.7695693248023756,29.678,2.698,5.396
sciences,8,4,2.0,0.9127906897719432,4.7215,2.0235,0.6745
itself,9,5,1.8,1.3555670301251002,5.396,2.698,0.5396
ﬁve,13,2,6.5,1.0682334471793369,8.094,0.6745,3.70975
settings,20,3,6.666666666666667,1.0907470137475161,12.8155,1.349,3.822166666666667
calculated,32,5,6.4,1.4609798584177802,20.9095,2.698,3.6423
anova,16,1,16.0,3.695272871609357,10.1175,0.0,10.1175
xgboost,17,2,8.5,1.5651151053210237,10.792,0.6745,5.05875
modeling,29,3,9.666666666666666,1.7540839077074695,18.886,1.349,5.845666666666666
signiﬁcant,25,4,6.25,1.1693046801842086,16.188,2.0235,3.541125
imbalanced,25,3,8.333333333333334,1.4543941556711901,16.188,1.349,4.9463333333333335
qsar,9,1,9.0,1.8739755619519085,5.396,0.0,5.396
working,8,5,1.6,1.3664447425443078,4.7215,2.698,0.40470000000000006
developed,9,3,3.0,0.4843484809731123,5.396,1.349,1.349
suitable,9,5,1.8,1.3555670301251002,5.396,2.698,0.5396
compounds,7,1,7.0,1.3643281590068304,4.047,0.0,4.047
metrics,19,4,4.75,0.9874103489474779,12.141,2.0235,2.529375
speciﬁc,9,3,3.0,0.4843484809731123,5.396,1.349,1.349
score,60,5,12.0,2.241812820404618,39.7955,2.698,7.4195
balanced,13,2,6.5,1.0682334471793369,8.094,0.6745,3.70975
cohen,9,3,3.0,0.4843484809731123,5.396,1.349,1.349
kappa,13,2,6.5,1.0682334471793369,8.094,0.6745,3.70975
f1,63,5,12.6,2.345263304420262,41.819,2.698,7.824199999999999
six,10,5,2.0,1.3459182276804824,6.0705,2.698,0.6745
neighbor,8,3,2.6666666666666665,0.4706060532975808,4.7215,1.349,1.1241666666666665
classiﬁer,23,2,11.5,2.311069059168841,14.839,0.6745,7.08225
imbalance,11,3,3.6666666666666665,0.5456132291834696,6.745,1.349,1.7986666666666666
minority,7,3,2.3333333333333335,0.4697139373905674,4.047,1.349,0.8993333333333334
development,25,4,6.25,1.1693046801842086,16.188,2.0235,3.541125
convolutional,10,3,3.3333333333333335,0.5099032887135141,6.0705,1.349,1.5738333333333334
measure,18,4,4.5,0.9649928718056053,11.4665,2.0235,2.36075
classifying,7,3,2.3333333333333335,0.4697139373905674,4.047,1.349,0.8993333333333334
propose,15,4,3.75,0.9148555446725114,9.443,2.0235,1.854875
ensemble,15,3,5.0,0.7558496648998655,9.443,1.349,2.698
toxicity,7,1,7.0,1.3643281590068304,4.047,0.0,4.047
solutions,13,4,3.25,0.8972205367266324,8.094,2.0235,1.517625
classiﬁers,10,2,5.0,0.6963060425724137,6.0705,0.6745,2.698
predictive,11,2,5.5,0.820148524449224,6.745,0.6745,3.03525
geometric,15,3,5.0,0.7558496648998655,9.443,1.349,2.698
ﬁeld,11,3,3.6666666666666665,0.5456132291834696,6.745,1.349,1.7986666666666666
employed,10,3,3.3333333333333335,0.5099032887135141,6.0705,1.349,1.5738333333333334
naïve,13,1,13.0,2.9113818776869285,8.094,0.0,8.094
bayes,16,1,16.0,3.695272871609357,10.1175,0.0,10.1175
nb,17,1,17.0,3.9570952679550113,10.792,0.0,10.792
furthermore,12,4,3.0,0.8934707749290605,7.4195,2.0235,1.349
measures,17,5,3.4,1.3146260975769537,10.792,2.698,1.6188
confusion,19,3,6.333333333333333,1.0205272868407913,12.141,1.349,3.5973333333333333
matrix,20,5,4.0,1.3212527781584862,12.8155,2.698,2.0235
deep,36,6,6.0,1.7745043504004983,23.607499999999998,3.3725,3.3725
signiﬁcantly,10,3,3.3333333333333335,0.5099032887135141,6.0705,1.349,1.5738333333333334
rf,24,2,12.0,2.4354270258066424,15.5135,0.6745,7.4195
comparative,8,4,2.0,0.9127906897719432,4.7215,2.0235,0.6745
chen,29,5,5.8,1.4104754964035122,18.886,2.698,3.2376
effects,13,3,4.333333333333333,0.6402594923123793,8.094,1.349,2.248333333333333
decision,17,5,3.4,1.3146260975769537,10.792,2.698,1.6188
tree,14,3,4.666666666666667,0.6960446875833781,8.7685,1.349,2.4731666666666667
variant,16,3,5.333333333333333,0.8187940790850259,10.1175,1.349,2.922833333333333
negative,11,3,3.6666666666666665,0.5456132291834696,6.745,1.349,1.7986666666666666
suggested,7,4,1.75,0.9259319186889675,4.047,2.0235,0.505875
strategies,26,6,4.333333333333333,1.7323733196813733,16.8625,3.3725,2.248333333333333
additionally,18,2,9.0,1.6894074974933044,11.4665,0.6745,5.396
combination,16,4,4.0,0.9285483174506097,10.1175,2.0235,2.0235
structure,28,4,7.0,1.2832733355075163,18.2115,2.0235,4.047
matrices,11,2,5.5,0.820148524449224,6.745,0.6745,3.03525
summarized,7,4,1.75,0.9259319186889675,4.047,2.0235,0.505875
ml,19,3,6.333333333333333,1.0205272868407913,12.141,1.349,3.5973333333333333
cv,10,2,5.0,0.6963060425724137,6.0705,0.6745,2.698
iv,16,4,4.0,0.9285483174506097,10.1175,2.0235,2.0235
pp,31,4,7.75,1.4077952284335844,20.235,2.0235,4.552875
ﬁrst,24,4,6.0,1.1342187583647536,15.5135,2.0235,3.3725
descriptors,8,1,8.0,1.6177985932376384,4.7215,0.0,4.7215
carried,25,5,5.0,1.3585595521839893,16.188,2.698,2.698
univariate,9,2,4.5,0.5727122384228868,5.396,0.6745,2.36075
normalization,7,2,3.5,0.327398557299801,4.047,0.6745,1.68625
circles,8,1,8.0,1.6177985932376384,4.7215,0.0,4.7215
red,7,4,1.75,0.9259319186889675,4.047,2.0235,0.505875
enrichment,8,1,8.0,1.6177985932376384,4.7215,0.0,4.7215
bigger,9,1,9.0,1.8739755619519085,5.396,0.0,5.396
performances,11,2,5.5,0.820148524449224,6.745,0.6745,3.03525
ranking,9,2,4.5,0.5727122384228868,5.396,0.6745,2.36075
srd,17,1,17.0,3.9570952679550113,10.792,0.0,10.792
bubble,8,2,4.0,0.44957225393225925,4.7215,0.6745,2.0235
plot,7,2,3.5,0.327398557299801,4.047,0.6745,1.68625
mance,8,3,2.6666666666666665,0.4706060532975808,4.7215,1.349,1.1241666666666665
contained,8,3,2.6666666666666665,0.4706060532975808,4.7215,1.349,1.1241666666666665
accessed,7,3,2.3333333333333335,0.4697139373905674,4.047,1.349,0.8993333333333334
classiﬁed,14,2,7.0,1.192392676912969,8.7685,0.6745,4.047
highly,15,5,3.0,1.316933120314868,9.443,2.698,1.349
fu,8,4,2.0,0.9127906897719432,4.7215,2.0235,0.6745
workﬂow,7,2,3.5,0.327398557299801,4.047,0.6745,1.68625
reference,16,6,2.6666666666666665,1.7536346875965576,10.1175,3.3725,1.1241666666666665
comparing,21,8,2.625,2.6183895465988156,13.49,4.7215,1.0960625
benchmark,16,5,3.2,1.3151067363730369,10.1175,2.698,1.4839
forest,37,3,12.333333333333334,2.3642257225777707,24.282,1.349,7.644333333333334
worked,8,3,2.6666666666666665,0.4706060532975808,4.7215,1.349,1.1241666666666665
lin,7,3,2.3333333333333335,0.4697139373905674,4.047,1.349,0.8993333333333334
feature,19,4,4.75,0.9874103489474779,12.141,2.0235,2.529375
codes,34,3,11.333333333333334,2.1342790425097657,22.258499999999998,1.349,6.969833333333334
calculation,7,4,1.75,0.9259319186889675,4.047,2.0235,0.505875
numerical,16,3,5.333333333333333,0.8187940790850259,10.1175,1.349,2.922833333333333
generation,12,3,4.0,0.5896361141233036,7.4195,1.349,2.0235
seed,21,2,10.5,2.0623741400952267,13.49,0.6745,6.40775
reproducibility,11,3,3.6666666666666665,0.5456132291834696,6.745,1.349,1.7986666666666666
splitting,24,5,4.8,1.348555782610503,15.5135,2.698,2.5631
deﬁned,8,4,2.0,0.9127906897719432,4.7215,2.0235,0.6745
randomization,30,2,15.0,3.1816701771346287,19.5605,0.6745,9.443
main,23,7,3.2857142857142856,2.164785269958782,14.839,4.047,1.5417142857142856
author,8,4,2.0,0.9127906897719432,4.7215,2.0235,0.6745
calculations,8,3,2.6666666666666665,0.4706060532975808,4.7215,1.349,1.1241666666666665
sci,14,2,7.0,1.192392676912969,8.7685,0.6745,4.047
crossref,123,2,61.5,14.751714039607112,82.289,0.6745,40.807249999999996
2017,24,4,6.0,1.1342187583647536,15.5135,2.0235,3.3725
res,14,5,2.8,1.3200996638193465,8.7685,2.698,1.2141
sar,9,2,4.5,0.5727122384228868,5.396,0.6745,2.36075
environ,11,2,5.5,0.820148524449224,6.745,0.6745,3.03525
pubmed,7,1,7.0,1.3643281590068304,4.047,0.0,4.047
2018,29,5,5.8,1.4104754964035122,18.886,2.698,3.2376
graph,24,3,8.0,1.380429882044617,15.5135,1.349,4.7215
trees,8,3,2.6666666666666665,0.4706060532975808,4.7215,1.349,1.1241666666666665
gini,7,2,3.5,0.327398557299801,4.047,0.6745,1.68625
int,47,5,9.4,1.8269905173921086,31.027,2.698,5.6658
2004,7,3,2.3333333333333335,0.4697139373905674,4.047,1.349,0.8993333333333334
liu,19,3,6.333333333333333,1.0205272868407913,12.141,1.349,3.5973333333333333
2005,8,3,2.6666666666666665,0.4706060532975808,4.7215,1.349,1.1241666666666665
science,27,6,4.5,1.7337555192974885,17.537,3.3725,2.36075
van,19,3,6.333333333333333,1.0205272868407913,12.141,1.349,3.5973333333333333
ranges,10,5,2.0,1.3459182276804824,6.0705,2.698,0.6745
2013,9,4,2.25,0.9028838888464695,5.396,2.0235,0.843125
2010,17,4,4.25,0.9453141468208098,10.792,2.0235,2.192125
nat,11,2,5.5,0.820148524449224,6.745,0.6745,3.03525
automatic,33,4,8.25,1.495380591522419,21.584,2.0235,4.890125
detection,137,4,34.25,7.035490115507794,91.732,2.0235,22.427125
sensing,15,2,7.5,1.3166003929015753,9.443,0.6745,4.38425
user,16,4,4.0,0.9285483174506097,10.1175,2.0235,2.0235
supervised,21,2,10.5,2.0623741400952267,13.49,0.6745,6.40775
borkowski,8,1,8.0,1.6177985932376384,4.7215,0.0,4.7215
poland,17,1,17.0,3.9570952679550113,10.792,0.0,10.792
remote,74,2,37.0,8.655453646876015,49.2385,0.6745,24.282
rs,16,2,8.0,1.4408440559517086,10.1175,0.6745,4.7215
satellite,15,1,15.0,3.433673162565237,9.443,0.0,9.443
lidar,29,1,29.0,7.107360232295761,18.886,0.0,18.886
testing,100,3,33.333333333333336,7.269925696910649,66.7755,1.349,21.808833333333336
ground,15,1,15.0,3.433673162565237,9.443,0.0,9.443
landslides,102,1,102.0,26.318400273251775,68.1245,0.0,68.1245
pba,55,1,55.0,13.94702911582465,36.423,0.0,36.423
obia,92,1,92.0,23.6859557327459,61.3795,0.0,61.3795
zn,17,2,8.5,1.5651151053210237,10.792,0.6745,5.05875
ów,16,1,16.0,3.695272871609357,10.1175,0.0,10.1175
lake,23,1,23.0,5.530933502877365,14.839,0.0,14.839
quantity,17,2,8.5,1.5651151053210237,10.792,0.6745,5.05875
ﬁltering,8,1,8.0,1.6177985932376384,4.7215,0.0,4.7215
elongated,7,1,7.0,1.3643281590068304,4.047,0.0,4.047
oa,37,1,37.0,9.210991962577648,24.282,0.0,24.282
mapping,55,1,55.0,13.94702911582465,36.423,0.0,36.423
terrain,19,1,19.0,4.481251962875712,12.141,0.0,12.141
ective,7,1,7.0,1.3643281590068304,4.047,0.0,4.047
introduced,11,6,1.8333333333333333,1.7875941634100148,6.745,3.3725,0.5620833333333333
sens,88,1,88.0,22.633000104826543,58.6815,0.0,58.6815
3054,32,1,32.0,7.896059910018351,20.9095,0.0,20.9095
investigate,9,2,4.5,0.5727122384228868,5.396,0.6745,2.36075
inﬂuence,15,2,7.5,1.3166003929015753,9.443,0.6745,4.38425
tune,23,2,11.5,2.311069059168841,14.839,0.6745,7.08225
assessed,7,1,7.0,1.3643281590068304,4.047,0.0,4.047
growing,27,1,27.0,6.581711795782485,17.537,0.0,17.537
river,14,1,14.0,3.1723512312917093,8.7685,0.0,8.7685
land,28,2,14.0,2.9329081486905686,18.2115,0.6745,8.7685
ro,13,1,13.0,2.9113818776869285,8.094,0.0,8.094
optical,14,1,14.0,3.1723512312917093,8.7685,0.0,8.7685
allows,11,3,3.6666666666666665,0.5456132291834696,6.745,1.349,1.7986666666666666
utilize,7,3,2.3333333333333335,0.4697139373905674,4.047,1.349,0.8993333333333334
attention,10,4,2.5,0.8963187704492105,6.0705,2.0235,1.01175
integrated,9,2,4.5,0.5727122384228868,5.396,0.6745,2.36075
cover,21,5,4.2,1.3261288048258812,13.49,2.698,2.1584
laser,11,1,11.0,2.390962590857764,6.745,0.0,6.745
62,7,3,2.3333333333333335,0.4697139373905674,4.047,1.349,0.8993333333333334
dem,55,1,55.0,13.94702911582465,36.423,0.0,36.423
commonly,8,6,1.3333333333333333,1.8150128756359525,4.7215,3.3725,0.22483333333333327
utilized,24,2,12.0,2.4354270258066424,15.5135,0.6745,7.4195
extraction,15,2,7.5,1.3166003929015753,9.443,0.6745,4.38425
roughness,11,1,11.0,2.390962590857764,6.745,0.0,6.745
63,8,4,2.0,0.9127906897719432,4.7215,2.0235,0.6745
collected,9,3,3.0,0.4843484809731123,5.396,1.349,1.349
topographic,14,1,14.0,3.1723512312917093,8.7685,0.0,8.7685
airborne,10,1,10.0,2.1318835993066867,6.0705,0.0,6.0705
mountains,9,1,9.0,1.8739755619519085,5.396,0.0,5.396
oregon,10,2,5.0,0.6963060425724137,6.0705,0.6745,2.698
aspect,9,3,3.0,0.4843484809731123,5.396,1.349,1.349
slope,17,1,17.0,3.9570952679550113,10.792,0.0,10.792
china,12,2,6.0,0.9441418324274715,7.4195,0.6745,3.3725
pawluszek,8,1,8.0,1.6177985932376384,4.7215,0.0,4.7215
derivatives,7,1,7.0,1.3643281590068304,4.047,0.0,4.047
carpathians,7,1,7.0,1.3643281590068304,4.047,0.0,4.047
tarolli,8,1,8.0,1.6177985932376384,4.7215,0.0,4.7215
proposed,44,7,6.285714285714286,2.1576827967964802,29.0035,4.047,3.5652142857142857
geomorphological,9,1,9.0,1.8739755619519085,5.396,0.0,5.396
