,gram_count,document_count,Average_freq,maha_dist,zscore_gram_count,zscore_document_count,zscore_Average_freq
termed,7,6,1.1666666666666667,1.825276782848588,0.9477593610091233,2.1752721023412476,-0.43982776400096424
described,20,9,2.2222222222222223,3.0701335398257665,1.8370395477896793,2.7890825177814342,0.45121206602137026
report,29,6,4.833333333333333,1.7384320333809786,2.151782494384479,2.1752721023412476,1.5257149759969364
compare,37,11,3.3636363636363638,3.876394315539738,2.358149159854792,3.0928663958147458,1.0244180923653736
about,60,15,4.0,5.556477427175496,2.7676487609768423,3.5623921862860053,1.264024399341824
conclusions,10,6,1.6666666666666667,1.7961627204265262,1.2498905062421748,2.1752721023412476,0.05339505089236146
presented,55,7,7.857142857142857,2.2137280148265654,2.693943423876692,2.408631991843541,2.1976163748525726
several,27,10,2.7,3.478721684976106,2.091251248800821,2.94858177084582,0.7205111109127994
research,67,9,7.444444444444445,2.941277022538783,2.861122063358291,2.7890825177814342,2.1230054874581956
references,10,9,1.1111111111111112,3.1323767660136443,1.2498905062421748,2.7890825177814342,-0.5072965405990995
heterogeneous,19,6,3.1666666666666665,1.7406043584312332,1.7935901773210075,2.1752721023412476,0.9409734633040518
information,99,17,5.823529411764706,6.304016323595682,3.1918439947956796,3.751869503169961,1.783434250223769
39,14,6,2.3333333333333335,1.7654126876339178,1.5349084025566282,2.1752721023412476,0.5186808426195055
wang,30,5,6.0,1.4262672619459456,2.1804997194293376,1.899265934901694,1.8247159908332848
models,141,8,17.625,3.320028937849916,3.4914043428794743,2.610777522845187,3.314802784922533
areas,75,6,12.5,2.4176457162587077,2.9566685333371714,2.1752721023412476,2.83967470528723
2015,31,5,6.2,1.4431142168061473,2.2082752245211696,1.899265934901694,1.8700589255906734
28,35,8,4.375,2.5622290566161117,2.311077216464462,2.610777522845187,1.3879432837734345
techniques,38,9,4.222222222222222,2.9877147086844595,2.3807392188685124,2.7890825177814342,1.3387904784330609
third,10,7,1.4285714285714286,2.2434640013974523,1.2498905062421748,2.408631991843541,-0.1597699990057897
york,8,6,1.3333333333333333,1.8150128756359525,1.0608707338818455,2.1752721023412476,-0.25517579877010677
zhang,26,6,4.333333333333333,1.7323733196813733,2.059282284597697,2.1752721023412476,1.374710306107416
59,21,7,3.0,2.173323999807144,1.8783685741962868,2.408631991843541,0.8662073842128154
19,38,12,3.1666666666666665,4.316533775799839,2.3807392188685124,3.224587938285373,0.9409734633040518
model,155,8,19.375,3.534262400117422,3.571593079976508,2.610777522845187,3.4457092315360787
23,39,9,4.333333333333333,2.9843050253505408,2.4027424562373554,2.7890825177814342,1.374710306107416
datasets,74,7,10.571428571428571,2.3971933002234644,2.9452982014022973,2.408631991843541,2.6079478248341235
journal,36,6,6.0,1.7745043504004983,2.334940118708667,2.1752721023412476,1.8247159908332848
estimating,15,9,1.6666666666666667,3.099846442507252,1.593350677881833,2.7890825177814342,0.05339505089236146
complex,15,7,2.142857142857143,2.206822273529007,1.593350677881833,2.408631991843541,0.40092159248567116
clusters,9,6,1.5,1.8053051819952584,1.1606420356136578,2.1752721023412476,-0.09230122240765451
33,24,7,3.4285714285714284,2.161018136855794,1.991479947069009,2.408631991843541,1.0508593494436729
design,91,8,11.375,2.7301695014100225,3.1204689948199844,2.610777522845187,2.7092585389884887
34,39,9,4.333333333333333,2.9843050253505408,2.4027424562373554,2.7890825177814342,1.374710306107416
drawing,13,6,2.1666666666666665,1.7722115033939791,1.4721332430501923,2.1752721023412476,0.4162016994869461
series,13,7,1.8571428571428572,2.220549668372045,1.4721332430501923,2.408631991843541,0.20303664958879517
applied,75,8,9.375,2.620069341614901,2.9566685333371714,2.610777522845187,2.441857690158221
aspects,17,7,2.4285714285714284,2.19436137613984,1.6993734988405087,2.408631991843541,0.5740016440501421
representative,28,8,3.5,2.585504472457193,2.122057444104133,2.610777522845187,1.0793724341109665
38,40,7,5.714285714285714,2.147325601655372,2.424188589337184,2.408631991843541,1.75724721423515
p,152,15,10.133333333333333,5.303254045067517,3.555037301963522,3.5623921862860053,2.5494198268825237
optimum,107,8,13.375,2.8828772637783846,3.2576694889289097,2.610777522845187,2.9332354939527354
li,34,5,6.8,1.4996195003156039,2.2865225403880136,1.899265934901694,1.9977960423977559
chapter,70,7,10.0,2.3503064394132642,2.898226258011967,2.408631991843541,2.531103855624762
list,73,7,10.428571428571429,2.385091567303295,2.93377316633294,2.408631991843541,2.589133444627582
members,22,2,11.0,2.186717698930431,1.9177746099688584,0.5121458509569364,2.6629021665797166
convenience,39,9,4.333333333333333,2.9843050253505408,2.4027424562373554,2.7890825177814342,1.374710306107416
summary,22,6,3.6666666666666665,1.7332456138429237,1.9177746099688584,2.1752721023412476,1.143701968467786
review,31,5,6.2,1.4431142168061473,2.2082752245211696,1.899265934901694,1.8700589255906734
individuals,30,3,10.0,1.8297291198653984,2.1804997194293376,1.1259562663971225,2.531103855624762
participants,19,1,19.0,4.481251962875712,1.7935901773210075,-0.5371699849871888,3.418682268036452
ts,34,2,17.0,3.679222653644543,2.2865225403880136,0.5121458509569364,3.264875498680694
generalize,14,1,14.0,3.1723512312917093,1.5349084025566282,-0.5371699849871888,2.9963896473519056
findings,18,2,9.0,1.6894074974933044,1.7477910771611622,0.5121458509569364,2.385407582324746
th,38,9,4.222222222222222,2.9877147086844595,2.3807392188685124,2.7890825177814342,1.3387904784330609
bias,16,6,2.6666666666666665,1.7536346875965576,1.6480197754293502,2.1752721023412476,0.7033328078503631
groups,43,12,3.5833333333333335,4.294397196634228,2.4854497591456743,3.224587938285373,1.1119112439312875
stage,32,4,8.0,1.4511848556585465,2.2351688169768553,1.5614616869010618,2.2225330059622936
effect,29,5,5.8,1.4104754964035122,2.151782494384479,1.899265934901694,1.7778357178259292
g,49,7,7.0,2.1782346594930235,2.5960951127789156,2.408631991843541,2.037881040731436
come,12,6,2.0,1.7796078007700256,1.404330905521504,2.1752721023412476,0.30551579272135426
few,13,8,1.625,2.6672787472915793,1.4721332430501923,2.610777522845187,0.018384684357937383
term,13,7,1.8571428571428572,2.220549668372045,1.4721332430501923,2.408631991843541,0.20303664958879517
people,34,8,4.25,2.5649546849368043,2.2865225403880136,2.610777522845187,1.347858285439754
means,55,13,4.230769230769231,4.6886534447992245,2.693943423876692,3.3457600112148747,1.3415869113646621
objects,30,3,10.0,1.8297291198653984,2.1804997194293376,1.1259562663971225,2.531103855624762
census,29,3,9.666666666666666,1.7540839077074695,2.151782494384479,1.1259562663971225,2.484223582617406
examples,28,6,4.666666666666667,1.735775832111276,2.122057444104133,2.1752721023412476,1.4771894492399755
training,212,10,21.2,3.9931965610390856,3.836864697291471,2.94858177084582,3.5701887835542068
studen,12,1,12.0,2.650869234130247,1.404330905521504,-0.5371699849871888,2.7832245974537546
psychology,11,1,11.0,2.390962590857764,1.3306255684213535,-0.5371699849871888,2.6629021665797166
programs,16,2,8.0,1.4408440559517086,1.6480197754293502,0.5121458509569364,2.2225330059622936
survey,101,10,10.1,3.341272811676667,3.2087860997576385,2.94858177084582,2.544863527493842
95,29,6,4.833333333333333,1.7384320333809786,2.151782494384479,2.1752721023412476,1.5257149759969364
researchers,25,4,6.25,1.1693046801842086,2.0260593201500083,1.5614616869010618,1.8811660986667602
differen,15,1,15.0,3.433673162565237,1.593350677881833,-0.5371699849871888,3.0917954471162226
per,33,11,3.0,3.8947786657050476,2.2612347816085165,3.0928663958147458,0.8662073842128154
written,9,7,1.2857142857142858,2.251709161942617,1.1606420356136578,2.408631991843541,-0.30546627230580553
ed,71,6,11.833333333333334,2.3266235484071838,2.9102417362160335,2.1752721023412476,2.7638839239531645
read,10,7,1.4285714285714286,2.2434640013974523,1.2498905062421748,2.408631991843541,-0.1597699990057897
differences,43,6,7.166666666666667,1.8396466026444436,2.4854497591456743,2.1752721023412476,2.070419850551757
chance,14,2,7.0,1.192392676912969,1.5349084025566282,0.5121458509569364,2.037881040731436
words,14,7,2.0,2.2135290804982004,1.5349084025566282,2.408631991843541,0.30551579272135426
rather,15,6,2.5,1.7592182807292909,1.593350677881833,2.1752721023412476,0.6140866423838225
students,45,2,22.5,5.047605493327547,2.523959891068996,0.5121458509569364,3.6524870386076835
particular,31,8,3.875,2.5743349379150593,2.2082752245211696,2.610777522845187,1.2201211686326714
taken,27,7,3.857142857142857,2.15174629860453,2.091251248800821,2.408631991843541,1.2137339258061253
appropriate,18,9,2.0,3.0816752216258525,1.7477910771611622,2.7890825177814342,0.30551579272135426
treated,13,6,2.1666666666666665,1.7722115033939791,1.4721332430501923,2.1752721023412476,0.4162016994869461
calculate,9,8,1.125,2.6960555901887613,1.1606420356136578,2.610777522845187,-0.4901182375366633
various,102,11,9.272727272727273,3.71502195562177,3.2171317535751762,3.0928663958147458,2.426689322934262
he,22,7,3.142857142857143,2.1688878575135835,1.9177746099688584,2.408631991843541,0.9305369185696349
extent,20,6,3.3333333333333335,1.7375165661556542,1.8370395477896793,2.1752721023412476,1.0119036575128313
h,113,11,10.272727272727273,3.7146292694829506,3.3038851502038646,3.0928663958147458,2.5683124397888752
nonprobability,8,1,8.0,1.6177985932376384,1.0608707338818455,-0.5371699849871888,2.2225330059622936
generalizing,7,1,7.0,1.3643281590068304,0.9477593610091233,-0.5371699849871888,2.037881040731436
represen,12,1,12.0,2.650869234130247,1.404330905521504,-0.5371699849871888,2.7832245974537546
test,118,6,19.666666666666668,3.5677969938772605,3.340560878985732,2.1752721023412476,3.4663709804783633
description,24,7,3.4285714285714284,2.161018136855794,1.991479947069009,2.408631991843541,1.0508593494436729
later,6,6,1.0,1.8360875757937958,0.8171818639739992,2.1752721023412476,-0.6529928138991155
want,15,7,2.142857142857143,2.206822273529007,1.593350677881833,2.408631991843541,0.40092159248567116
differ,17,6,2.8333333333333335,1.7486677593322508,1.6993734988405087,2.1752721023412476,0.7871666939482935
college,15,2,7.5,1.3166003929015753,1.593350677881833,0.5121458509569364,2.133286840495753
introductory,7,1,7.0,1.3643281590068304,0.9477593610091233,-0.5371699849871888,2.037881040731436
should,74,12,6.166666666666667,4.182218324746567,2.9452982014022973,3.224587938285373,1.8626042681118051
you,70,9,7.777777777777778,2.942769449922186,2.898226258011967,2.7890825177814342,2.183577314031452
political,10,1,10.0,2.1318835993066867,1.2498905062421748,-0.5371699849871888,2.531103855624762
con,28,5,5.6,1.3957747358065578,2.122057444104133,1.899265934901694,1.7293101910689683
randomly,55,7,7.857142857142857,2.2137280148265654,2.693943423876692,2.408631991843541,2.1976163748525726
cases,25,12,2.0833333333333335,4.379096566505573,2.0260593201500083,3.224587938285373,0.36196590055482963
too,14,9,1.5555555555555556,3.1061298357863727,1.5349084025566282,2.7890825177814342,-0.04201074887195552
avoid,12,6,2.0,1.7796078007700256,1.404330905521504,2.1752721023412476,0.30551579272135426
might,18,7,2.5714285714285716,2.1886127100317236,1.7477910771611622,2.408631991843541,0.6530423343146643
draw,25,7,3.5714285714285716,2.1575882153083277,2.0260593201500083,2.408631991843541,1.1073094572771482
moreover,15,6,2.5,1.7592182807292909,1.593350677881833,2.1752721023412476,0.6140866423838225
lists,24,2,12.0,2.4354270258066424,1.991479947069009,0.5121458509569364,2.7832245974537546
sometimes,14,7,2.0,2.2135290804982004,1.5349084025566282,2.408631991843541,0.30551579272135426
limitations,16,6,2.6666666666666665,1.7536346875965576,1.6480197754293502,2.1752721023412476,0.7033328078503631
sam,15,6,2.5,1.7592182807292909,1.593350677881833,2.1752721023412476,0.6140866423838225
region,41,5,8.2,1.6615823930896227,2.445105133791752,1.899265934901694,2.256678830040661
association,43,5,8.6,1.7143597915090987,2.4854497591456743,1.899265934901694,2.32254059238075
election,10,1,10.0,2.1318835993066867,1.2498905062421748,-0.5371699849871888,2.531103855624762
likely,23,6,3.8333333333333335,1.7320671502775518,1.9554286761189623,2.1752721023412476,1.2051714488300582
polls,9,1,9.0,1.8739755619519085,1.1606420356136578,-0.5371699849871888,2.385407582324746
landslide,260,2,130.0,31.7966156186993,4.00974918160054,0.5121458509569364,6.078007173743224
discussed,23,6,3.8333333333333335,1.7320671502775518,1.9554286761189623,2.1752721023412476,1.2051714488300582
systematic,37,6,6.166666666666667,1.7820895427854857,2.358149159854792,2.1752721023412476,1.8626042681118051
why,11,7,1.5714285714285714,2.235520229697045,1.3306255684213535,2.408631991843541,-0.027971688050834977
who,28,4,7.0,1.2832733355075163,2.122057444104133,1.5614616869010618,2.037881040731436
proportion,38,8,4.75,2.5552645248761503,2.3807392188685124,2.610777522845187,1.501665054795513
potential,8,6,1.3333333333333333,1.8150128756359525,1.0608707338818455,2.1752721023412476,-0.25517579877010677
depending,11,9,1.2222222222222223,3.125649420367648,1.3306255684213535,2.7890825177814342,-0.3754982296441447
name,13,7,1.8571428571428572,2.220549668372045,1.4721332430501923,2.408631991843541,0.20303664958879517
include,21,7,3.0,2.173323999807144,1.8783685741962868,2.408631991843541,0.8662073842128154
computer,28,4,7.0,1.2832733355075163,2.122057444104133,1.5614616869010618,2.037881040731436
individual,27,9,3.0,3.0334248870356704,2.091251248800821,2.7890825177814342,0.8662073842128154
columns,22,3,7.333333333333333,1.2341348448293237,1.9177746099688584,1.1259562663971225,2.1022105750882556
common,22,9,2.4444444444444446,3.0590559080741744,1.9177746099688584,2.7890825177814342,0.5830103769763251
column,72,5,14.4,2.667432575179617,2.922089160256172,1.899265934901694,3.0353453392827476
ess,51,2,25.5,5.794034671832223,2.629982712027672,0.5121458509569364,3.8255670901721546
software,42,6,7.0,1.8286635101974036,2.4655176157437917,2.1752721023412476,2.037881040731436
mentioned,12,7,1.7142857142857142,2.227881070755732,1.404330905521504,2.408631991843541,0.09235074282320302
perform,17,7,2.4285714285714284,2.19436137613984,1.6993734988405087,2.408631991843541,0.5740016440501421
characteristic,50,8,6.25,2.5457935272783883,2.613208361697513,2.610777522845187,1.8811660986667602
suggest,7,6,1.1666666666666667,1.825276782848588,0.9477593610091233,2.1752721023412476,-0.43982776400096424
values,139,15,9.266666666666667,5.324783121947501,3.479303036922104,3.5623921862860053,2.4257852133149878
surveys,35,6,5.833333333333333,1.76751432734551,2.311077216464462,2.1752721023412476,1.785760298902443
nature,17,7,2.4285714285714284,2.19436137613984,1.6993734988405087,2.408631991843541,0.5740016440501421
although,14,6,2.3333333333333335,1.7654126876339178,1.5349084025566282,2.1752721023412476,0.5186808426195055
course,10,6,1.6666666666666667,1.7961627204265262,1.2498905062421748,2.1752721023412476,0.05339505089236146
variability,32,9,3.5555555555555554,3.0108002697333953,2.2351688169768553,2.7890825177814342,1.101149822979372
participate,9,1,9.0,1.8739755619519085,1.1606420356136578,-0.5371699849871888,2.385407582324746
form,15,9,1.6666666666666667,3.099846442507252,1.593350677881833,2.7890825177814342,0.05339505089236146
separate,14,7,2.0,2.2135290804982004,1.5349084025566282,2.408631991843541,0.30551579272135426
income,17,7,2.4285714285714284,2.19436137613984,1.6993734988405087,2.408631991843541,0.5740016440501421
500,42,8,5.25,2.5488265735732543,2.4655176157437917,2.610777522845187,1.6400640256024277
se,22,7,3.142857142857143,2.1688878575135835,1.9177746099688584,2.408631991843541,0.9305369185696349
representation,20,10,2.0,3.515825121831944,1.8370395477896793,2.94858177084582,0.30551579272135426
90,37,7,5.285714285714286,2.1431616926573387,2.358149159854792,2.408631991843541,1.6494392182136544
view,19,7,2.7142857142857144,2.183188662520717,1.7935901773210075,2.408631991843541,0.7278084134059011
k,426,14,30.428571428571427,5.804300902536542,4.427999990950702,3.4579478277876654,4.069919072166944
my,15,2,7.5,1.3166003929015753,1.593350677881833,0.5121458509569364,2.133286840495753
below,19,8,2.375,2.6295024999199064,1.7935901773210075,2.610777522845187,0.5431564481750432
extreme,7,6,1.1666666666666667,1.825276782848588,0.9477593610091233,2.1752721023412476,-0.43982776400096424
human,23,6,3.8333333333333335,1.7320671502775518,1.9554286761189623,2.1752721023412476,1.2051714488300582
taking,28,12,2.3333333333333335,4.364027419516276,2.122057444104133,3.224587938285373,0.5186808426195055
choosing,7,6,1.1666666666666667,1.825276782848588,0.9477593610091233,2.1752721023412476,-0.43982776400096424
relevant,8,6,1.3333333333333333,1.8150128756359525,1.0608707338818455,2.1752721023412476,-0.25517579877010677
skills,20,2,10.0,1.938039884264855,1.8370395477896793,0.5121458509569364,2.531103855624762
variables,80,9,8.88888888888889,2.956285696699022,3.0113376308846886,2.7890825177814342,2.3682292792623096
reasons,13,8,1.625,2.6672787472915793,1.4721332430501923,2.610777522845187,0.018384684357937383
goal,7,6,1.1666666666666667,1.825276782848588,0.9477593610091233,2.1752721023412476,-0.43982776400096424
age,22,6,3.6666666666666665,1.7332456138429237,1.9177746099688584,2.1752721023412476,1.143701968467786
level,21,8,2.625,2.6183895465988156,1.8783685741962868,2.610777522845187,0.6815554189819576
basis,14,8,1.75,2.660527966493362,1.5349084025566282,2.610777522845187,0.12086382749049658
together,10,7,1.4285714285714286,2.2434640013974523,1.2498905062421748,2.408631991843541,-0.1597699990057897
ha,25,4,6.25,1.1693046801842086,2.0260593201500083,1.5614616869010618,1.8811660986667602
effective,11,8,1.375,2.6813152274307064,1.3306255684213535,2.610777522845187,-0.21262365328169266
importance,24,6,4.0,1.7315286670834846,1.991479947069009,2.1752721023412476,1.264024399341824
big,13,7,1.8571428571428572,2.220549668372045,1.4721332430501923,2.408631991843541,0.20303664958879517
able,11,7,1.5714285714285714,2.235520229697045,1.3306255684213535,2.408631991843541,-0.027971688050834977
achieve,15,8,1.875,2.6539573180616016,1.593350677881833,2.610777522845187,0.2162696272548135
conclusion,13,8,1.625,2.6672787472915793,1.4721332430501923,2.610777522845187,0.018384684357937383
associated,15,7,2.142857142857143,2.206822273529007,1.593350677881833,2.408631991843541,0.40092159248567116
maximum,16,9,1.7777777777777777,3.0936757597367044,1.6480197754293502,2.7890825177814342,0.1426412163589021
relatively,17,6,2.8333333333333335,1.7486677593322508,1.6993734988405087,2.1752721023412476,0.7871666939482935
persons,9,6,1.5,1.8053051819952584,1.1606420356136578,2.1752721023412476,-0.09230122240765451
networks,37,7,5.285714285714286,2.1431616926573387,2.358149159854792,2.408631991843541,1.6494392182136544
produce,13,9,1.4444444444444444,3.1125252569729787,1.4721332430501923,2.7890825177814342,-0.1444898920045148
help,19,10,1.9,3.521435983121933,1.7935901773210075,2.94858177084582,0.23458559851257504
unbiased,51,9,5.666666666666667,2.953350264404855,2.629982712027672,2.7890825177814342,1.7456753005687633
55,13,6,2.1666666666666665,1.7722115033939791,1.4721332430501923,2.1752721023412476,0.4162016994869461
49,12,6,2.0,1.7796078007700256,1.404330905521504,2.1752721023412476,0.30551579272135426
situation,19,8,2.375,2.6295024999199064,1.7935901773210075,2.610777522845187,0.5431564481750432
formed,9,6,1.5,1.8053051819952584,1.1606420356136578,2.1752721023412476,-0.09230122240765451
degree,17,8,2.125,2.6413617586142877,1.6993734988405087,2.610777522845187,0.38934967881928456
understanding,31,6,5.166666666666667,1.7456397954508032,2.2082752245211696,2.1752721023412476,1.6179381837616802
keywords,6,6,1.0,1.8360875757937958,0.8171818639739992,2.1752721023412476,-0.6529928138991155
shalabh,26,1,26.0,6.318944313873694,2.059282284597697,-0.5371699849871888,3.8524191108398167
iit,26,1,26.0,6.318944313873694,2.059282284597697,-0.5371699849871888,3.8524191108398167
kanpur,26,1,26.0,6.318944313873694,2.059282284597697,-0.5371699849871888,3.8524191108398167
page,28,3,9.333333333333334,1.6786889460744265,2.122057444104133,1.1259562663971225,2.435698055860445
objective,21,6,3.5,1.7350627537461902,1.8783685741962868,2.1752721023412476,1.0793724341109665
estimator,81,8,10.125,2.6559827627304364,3.0218604619879845,2.610777522845187,2.548282158687198
homogeneous,35,10,3.5,3.441085113520021,2.311077216464462,2.94858177084582,1.0793724341109665
precision,101,13,7.769230769230769,4.544754328769028,3.2087860997576385,3.3457600112148747,2.1820568788992567
heterogeneity,10,6,1.6666666666666667,1.7961627204265262,1.2498905062421748,2.1752721023412476,0.05339505089236146
divide,15,7,2.142857142857143,2.206822273529007,1.593350677881833,2.408631991843541,0.40092159248567116
units,145,10,14.5,3.488722762871762,3.515100349839817,2.94858177084582,3.044915174108867
class,36,6,6.0,1.7745043504004983,2.334940118708667,2.1752721023412476,1.8247159908332848
ith,25,3,8.333333333333334,1.4543941556711901,2.0260593201500083,1.1259562663971225,2.278983113795769
non,15,8,1.875,2.6539573180616016,1.593350677881833,2.610777522845187,0.2162696272548135
estimators,22,7,3.142857142857143,2.1688878575135835,1.9177746099688584,2.408631991843541,0.9305369185696349
unit,63,11,5.7272727272727275,3.7800128499785712,2.8089777873834496,3.0928663958147458,1.7603864564764655
ij,33,4,8.25,1.495380591522419,2.2612347816085165,1.5614616869010618,2.2650851514507075
kk,21,1,21.0,5.005912501496326,1.8783685741962868,-0.5371699849871888,3.557081238843367
expression,25,5,5.0,1.3585595521839893,2.0260593201500083,1.899265934901694,1.5725952490042923
ii,222,10,22.2,4.091574712304637,3.87590741458946,2.94858177084582,3.633925208052729
iy,8,1,8.0,1.6177985932376384,1.0608707338818455,-0.5371699849871888,2.2225330059622936
st,86,6,14.333333333333334,2.6861855089492934,3.0725988006931786,2.1752721023412476,3.028928457172227
sty,37,3,12.333333333333334,2.3642257225777707,2.358149159854792,1.1259562663971225,2.821112874732275
var,99,5,19.8,3.6989165754387794,3.1918439947956796,1.899265934901694,3.4757144999001706
nnvar,8,1,8.0,1.6177985932376384,1.0608707338818455,-0.5371699849871888,2.2225330059622936
snn,14,2,7.0,1.192392676912969,1.5349084025566282,0.5121458509569364,2.037881040731436
variation,20,7,2.857142857142857,2.1780916587770363,1.8370395477896793,2.408631991843541,0.79873860761468
tend,8,6,1.3333333333333333,1.8150128756359525,1.0608707338818455,2.1752721023412476,-0.25517579877010677
investigation,9,6,1.5,1.8053051819952584,1.1606420356136578,2.1752721023412476,-0.09230122240765451
administrative,15,7,2.142857142857143,2.206822273529007,1.593350677881833,2.408631991843541,0.40092159248567116
gain,24,6,4.0,1.7315286670834846,1.991479947069009,2.1752721023412476,1.264024399341824
efficiency,15,6,2.5,1.7592182807292909,1.593350677881833,2.1752721023412476,0.6140866423838225
choice,22,9,2.4444444444444446,3.0590559080741744,1.9177746099688584,2.7890825177814342,0.5830103769763251
effectively,6,6,1.0,1.8360875757937958,0.8171818639739992,2.1752721023412476,-0.6529928138991155
ns,33,5,6.6,1.4798272920723003,2.2612347816085165,1.899265934901694,1.9565143017882396
etc,21,8,2.625,2.6183895465988156,1.8783685741962868,2.610777522845187,0.6815554189819576
minimum,20,10,2.0,3.515825121831944,1.8370395477896793,2.94858177084582,0.30551579272135426
pre,29,3,9.666666666666666,1.7540839077074695,2.151782494384479,1.1259562663971225,2.484223582617406
substituting,21,7,3.0,2.173323999807144,1.8783685741962868,2.408631991843541,0.8662073842128154
1ii,14,2,7.0,1.192392676912969,1.5349084025566282,0.5121458509569364,2.037881040731436
cc,8,6,1.3333333333333333,1.8150128756359525,1.0608707338818455,2.1752721023412476,-0.25517579877010677
prop,15,2,7.5,1.3166003929015753,1.593350677881833,0.5121458509569364,2.133286840495753
nn,69,7,9.857142857142858,2.3392306448588056,2.8860378893061256,2.408631991843541,2.511206597043838
combining,7,6,1.1666666666666667,1.825276782848588,0.9477593610091233,2.1752721023412476,-0.43982776400096424
similarly,12,6,2.0,1.7796078007700256,1.404330905521504,2.1752721023412476,0.30551579272135426
ik,30,3,10.0,1.8297291198653984,2.1804997194293376,1.1259562663971225,2.531103855624762
advantage,22,3,7.333333333333333,1.2341348448293237,1.9177746099688584,1.1259562663971225,2.1022105750882556
gives,29,9,3.2222222222222223,3.0240102920092786,2.151782494384479,2.7890825177814342,0.9650233845054753
iii,33,9,3.6666666666666665,3.0066422458782163,2.2612347816085165,2.7890825177814342,1.143701968467786
interpenetrating,7,1,7.0,1.3643281590068304,0.9477593610091233,-0.5371699849871888,2.037881040731436
ˆ,31,4,7.75,1.4077952284335844,2.2082752245211696,1.5614616869010618,2.1786297752531407
tot,12,1,12.0,2.650869234130247,1.404330905521504,-0.5371699849871888,2.7832245974537546
field,12,6,2.0,1.7796078007700256,1.404330905521504,2.1752721023412476,0.30551579272135426
ratio,84,9,9.333333333333334,2.965342402423789,3.052666657291296,2.7890825177814342,2.435698055860445
nv,19,2,9.5,1.8137168446642986,1.7935901773210075,0.5121458509569364,2.460173661415983
objectives,12,6,2.0,1.7796078007700256,1.404330905521504,2.1752721023412476,0.30551579272135426
contd,21,1,21.0,5.005912501496326,1.8783685741962868,-0.5371699849871888,3.557081238843367
sub,14,6,2.3333333333333335,1.7654126876339178,1.5349084025566282,2.1752721023412476,0.5186808426195055
auxiliary,14,6,2.3333333333333335,1.7654126876339178,1.5349084025566282,2.1752721023412476,0.5186808426195055
completely,8,6,1.3333333333333333,1.8150128756359525,1.0608707338818455,2.1752721023412476,-0.25517579877010677
designs,34,5,6.8,1.4996195003156039,2.2865225403880136,1.899265934901694,1.9977960423977559
square,14,7,2.0,2.2135290804982004,1.5349084025566282,2.408631991843541,0.30551579272135426
area,192,7,27.428571428571427,4.7948498283486645,3.752927071711523,2.408631991843541,3.9263851693050817
µ,7,1,7.0,1.3643281590068304,0.9477593610091233,-0.5371699849871888,2.037881040731436
ci,25,6,4.166666666666667,1.7316307613026696,2.0260593201500083,2.1752721023412476,1.3204745071752995
f,54,9,6.0,2.9485242935034583,2.6784002903483257,2.7890825177814342,1.8247159908332848
57,31,6,5.166666666666667,1.7456397954508032,2.2082752245211696,2.1752721023412476,1.6179381837616802
70,45,7,6.428571428571429,2.1611225081377246,2.523959891068996,2.408631991843541,1.920121790597602
122,9,6,1.5,1.8053051819952584,1.1606420356136578,2.1752721023412476,-0.09230122240765451
46,25,6,4.166666666666667,1.7316307613026696,2.0260593201500083,2.1752721023412476,1.3204745071752995
strati,43,4,10.75,1.969282748114754,2.4854497591456743,1.5614616869010618,2.631111442043218
nh,137,3,45.666666666666664,10.165401041943896,3.4670263436230435,1.1259562663971225,4.6313318295748385
btstr,10,1,10.0,2.1318835993066867,1.2498905062421748,-0.5371699849871888,2.531103855624762
cyustr,10,1,10.0,2.1318835993066867,1.2498905062421748,-0.5371699849871888,2.531103855624762
bv,9,1,9.0,1.8739755619519085,1.1606420356136578,-0.5371699849871888,2.385407582324746
pages,26,3,8.666666666666666,1.528797756427766,2.059282284597697,1.1259562663971225,2.3332189127278853
5a,15,2,7.5,1.3166003929015753,1.593350677881833,0.5121458509569364,2.133286840495753
66,53,4,13.25,2.4774060592140565,2.6625666141964617,1.5614616869010618,2.9202510265962047
65,11,6,1.8333333333333333,1.7875941634100148,1.3306255684213535,2.1752721023412476,0.18519336184731613
79,22,6,3.6666666666666665,1.7332456138429237,1.9177746099688584,2.1752721023412476,1.143701968467786
generated,23,8,2.875,2.6080324387991625,1.9554286761189623,2.610777522845187,0.8073544337010493
code,151,6,25.166666666666668,4.560106025085268,3.5494460142669673,2.1752721023412476,3.80737162221397
44,46,6,7.666666666666667,1.8757611068793314,2.5425777176664672,2.1752721023412476,2.163680055450528
58,31,5,6.2,1.4431142168061473,2.2082752245211696,1.899265934901694,1.8700589255906734
alpha,12,1,12.0,2.650869234130247,1.404330905521504,-0.5371699849871888,2.7832245974537546
df,16,1,16.0,3.695272871609357,1.6480197754293502,-0.5371699849871888,3.1810416125827636
surveymeans,7,1,7.0,1.3643281590068304,0.9477593610091233,-0.5371699849871888,2.037881040731436
index,38,4,9.5,1.7262457751725881,2.3807392188685124,1.5614616869010618,2.460173661415983
positive,32,8,4.0,2.571008333860546,2.2351688169768553,2.610777522845187,1.264024399341824
neural,60,6,10.0,2.099684193342199,2.7676487609768423,2.1752721023412476,2.531103855624762
splits,40,4,10.0,1.822267230194039,2.424188589337184,1.5614616869010618,2.531103855624762
image,50,4,12.5,2.322683287695695,2.613208361697513,1.5614616869010618,2.83967470528723
